10/9 20:33:26.282  ---- Startup ----
10/9 20:34:00.971  ---- ClientAvailableHotfixes ----
10/9 20:34:00.986  ---- UserClientHotfixRequest ----
10/9 20:34:00.986  ---- ApplyingHotfixes from Cache ----
10/9 20:34:00.995  	68943 Table CharSectionCondition RecID 8 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70513 Table SpellMisc RecID 478436 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70513 Table SpellMisc RecID 478437 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70514 Table SpellMisc RecID 476860 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70514 Table SpellMisc RecID 480433 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21276 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21277 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21278 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21281 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21282 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21324 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21325 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21326 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21331 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21332 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21333 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21335 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21344 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21380 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21383 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21384 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21385 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21390 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21391 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21403 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21412 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21421 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21482 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21483 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21486 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21487 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21503 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21515 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21516 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21563 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21566 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21598 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21613 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21614 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21615 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21616 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21617 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21618 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21662 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70515 Table SpellScriptText RecID 21723 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70518 Table SpellEffect RecID 897734 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellEffect RecID 900432 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 474389 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 474627 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 474763 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 474909 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 475060 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 475327 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 476389 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 476462 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 476644 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 476645 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 476709 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 479534 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 479722 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 480684 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 481595 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 482437 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 482439 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 482877 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 622121 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70518 Table SpellMisc RecID 622416 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399568 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399643 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399644 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399645 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399646 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399825 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399981 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 400042 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 400901 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 401058 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 403535 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 403936 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 427720 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 428193 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 429355 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 430328 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 430867 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431460 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431676 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431733 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431739 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431742 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431743 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431744 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431825 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431892 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432262 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432273 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432364 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432365 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432366 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432445 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 435144 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 437177 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 437180 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 437372 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 438332 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 438375 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 438385 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 439010 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 439987 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440108 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440109 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440110 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440216 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440258 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440293 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440661 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440662 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440663 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440664 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 441523 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 441524 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 441525 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 441526 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 441820 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 445003 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399568 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399643 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399644 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399645 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399646 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399825 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399981 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 400042 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 400901 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 401058 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 403535 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 403936 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 427720 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 428193 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 429355 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 430328 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 430867 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431460 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431676 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431733 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431739 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431742 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431743 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431744 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431825 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431892 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432262 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432273 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432364 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432365 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432366 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432445 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 435144 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 437177 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 437180 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 437372 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 438332 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 438375 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 438385 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 439010 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 439987 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440108 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440109 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440110 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440216 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440258 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440293 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440661 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440662 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440663 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440664 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 441523 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 441524 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 441525 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 441526 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 441820 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 445003 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399568 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399643 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399644 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399645 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399646 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399825 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 399981 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 400042 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 400901 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 401058 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 403084 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 403104 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 403535 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 403936 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 427720 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 428193 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 428617 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 428618 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 429355 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 430328 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 430867 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431460 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431676 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431709 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431733 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431739 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431742 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431743 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431744 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431825 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 431892 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432262 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432273 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432364 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432365 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432366 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 432445 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 435144 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 437177 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 437180 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 437372 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 438332 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 438375 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 438385 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 439010 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 439987 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440108 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440109 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440110 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440216 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440258 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440293 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440661 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440662 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440663 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 440664 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 441523 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 441524 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 441525 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 441526 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 441820 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 445003 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 463090 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 463091 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 463093 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70523 Table SpellMisc RecID 464320 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70526 Table SpellEffect RecID 819433 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70526 Table SpellEffect RecID 827599 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70526 Table SpellMisc RecID 401453 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70526 Table SpellMisc RecID 402406 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70526 Table SpellMisc RecID 404425 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70526 Table SpellMisc RecID 404590 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70526 Table SpellMisc RecID 429747 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70537 Table Toy RecID 1163 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70586 Table SpellScript RecID 66291 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70597 Table SpellEffect RecID 880132 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 444922 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 444936 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 444947 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 445261 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 445327 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 445361 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 462156 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 462407 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 462810 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 462863 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 463143 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 463831 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 464355 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 464840 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 464866 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 464916 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 464947 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 464983 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 464985 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 465494 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 465520 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 465556 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 465834 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 465953 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 466090 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 466275 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 468282 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 468401 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 468851 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 469738 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 469740 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 469744 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 469745 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 470006 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 470007 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70597 Table SpellMisc RecID 470069 VALIDATION_RESULT_VALID
